AI1-02 [m/s²],AI1-05 [m/s²],AI1-08 [m/s²],AI1-11 [m/s²],AI1-14 [m/s²],label
-26.64,-27.48,36.61,-0.72,-7.95,3
-41.31,-15.38,26.52,-0.77,-15.48,3
-43.76,10.44,6.85,-0.48,-8.48,3
-42.42,20.9,-22.58,-0.4,-4.14,3
-32.31,20.77,-36.42,-0.18,-3.23,3
-24.45,1.26,-33.69,-0.13,-2.87,3
-10.51,-16.69,-0.91,-0.13,-9.4,3
0.69,-12.74,34.17,0.1,-13.06,3
-2.43,4.01,37.32,0.04,-10.69,3
-8.14,18.69,26.34,-0.09,-10.83,3
-7.2,29.33,-8.89,0.08,-1.31,3
-5.11,13.82,-45.57,0.0,13.27,3
-0.83,-3.9,-64.36,-0.01,10.77,3
-9.86,-11.53,-58.56,-0.25,5.11,3
-16.82,-7.2,-30.48,-0.32,3.06,3
-24.42,18.25,-4.94,9.45,0.05,3
-27.58,37.26,7.75,39.98,-2.57,3
-21.58,45.86,7.66,1.88,-3.35,3
-10.79,25.24,-8.37,-24.36,-2.49,3
1.26,6.63,-13.54,15.11,-1.93,3
13.15,-5.24,-17.88,-4.86,-3.89,3
30.96,6.89,-13.3,-11.92,-2.82,3
40.63,30.32,1.26,51.28,-1.68,3
53.55,47.37,-9.43,-13.73,-3.14,3
45.07,72.73,-23.01,-15.38,-1.23,3
32.8,56.21,-42.51,20.46,-2.54,3
17.84,47.2,-55.2,-10.4,-6.28,3
9.81,29.21,-34.31,0.37,-7.45,3
8.91,10.86,-9.54,5.8,-4.68,3
0.37,11.68,33.01,-5.75,-3.35,3
4.5,20.77,34.8,0.97,-6.22,3
2.4,43.3,10.0,2.61,-6.89,3
16.57,48.27,-1.28,-0.04,-8.41,3
18.89,75.37,-28.61,-2.8,-7.69,3
18.17,75.39,-26.77,0.26,-4.06,3
12.11,74.54,-9.9,4.09,-3.57,3
1.02,79.49,14.01,-3.48,-6.51,3
0.05,74.8,31.72,0.62,-5.27,3
3.69,65.51,29.38,1.52,-3.54,3
18.95,56.25,8.58,-1.4,-5.54,3
20.89,57.44,-28.68,5.59,-3.4,3
16.44,57.94,-43.05,16.58,-2.61,3
12.95,62.15,-38.95,3.75,-5.39,3
14.76,57.39,-10.79,-6.71,-4.72,3
19.45,54.87,22.89,6.78,-2.51,3
23.35,47.49,37.59,-4.43,-3.56,3
27.1,46.93,39.21,3.92,-6.26,3
23.45,49.04,3.81,26.23,-4.56,3
27.42,37.87,-21.52,-1.52,-3.02,3
33.08,22.76,-26.25,-15.83,-5.64,3
41.72,10.62,-21.89,-12.73,-6.75,3
41.29,2.98,12.62,-6.31,-5.32,3
25.74,-4.84,28.53,-17.15,-6.32,3
10.64,-0.91,32.23,-3.03,-5.14,3
-0.78,10.32,14.54,-8.35,-4.57,3
-0.96,5.47,-14.19,-19.16,-5.94,3
5.89,-2.61,-27.15,-11.07,-7.87,3
22.52,-15.13,-32.03,-11.78,-6.82,3
23.55,-33.0,-6.01,-7.65,-4.98,3
7.24,-26.92,19.78,-10.59,-7.21,3
-4.92,-12.87,36.96,3.2,-8.36,3
-17.89,13.33,45.15,15.34,-7.67,3
-17.9,34.94,30.91,4.28,-7.93,3
-24.16,46.3,23.04,-6.26,-5.99,3
-18.52,36.42,2.42,-0.31,-7.31,3
-13.46,13.2,-19.1,0.54,-7.58,3
-13.67,2.64,-25.56,-6.81,-6.06,3
-16.72,-15.64,-28.19,23.83,-7.19,3
-12.82,-7.31,-7.93,18.95,-6.45,3
-2.22,2.49,15.58,-9.18,-5.63,3
-9.51,16.95,34.73,-0.12,-6.48,3
-14.66,24.58,48.05,4.56,-8.62,3
-17.29,9.26,30.41,-4.82,-7.48,3
-16.61,-10.44,5.89,2.85,-3.96,3
-13.93,-39.12,-23.06,1.78,-7.41,3
1.74,-47.84,-39.64,-4.46,-9.61,3
19.39,-40.6,-38.79,11.92,-7.35,3
20.29,-28.29,-13.32,7.2,-7.17,3
9.47,-22.71,30.68,-7.12,-7.1,3
-3.19,-20.17,52.45,-5.47,-7.92,3
-20.51,-37.46,52.55,9.8,-6.99,3
-35.81,-61.97,32.37,1.63,-6.46,3
-31.37,-70.34,4.98,-9.86,-7.0,3
-10.3,-68.21,-10.12,-5.98,-7.54,3
11.59,-58.18,-7.37,0.09,-9.11,3
27.97,-51.04,5.6,2.53,-9.29,3
27.99,-49.43,24.35,-4.5,-9.04,3
21.64,-51.83,47.47,-13.31,-9.0,3
3.1,-55.81,39.11,-11.7,-8.28,3
-3.97,-48.31,13.19,-8.97,-12.06,3
-16.82,-37.9,-12.46,-11.13,-7.76,3
-20.81,-29.45,-35.1,-13.36,-13.11,3
-22.79,-21.51,-30.48,-12.11,-3.36,3
-19.85,-26.63,-14.42,-7.57,-19.07,3
-23.66,-24.15,22.63,-2.24,61.62,3
-25.44,-28.1,49.92,-7.81,8.19,3
-19.93,-7.12,48.97,11.39,-32.73,3
-23.48,12.68,43.43,21.79,20.25,3
-20.72,22.22,2.13,-5.62,-19.45,3
-29.63,19.85,-22.27,-3.09,-17.2,3
-38.12,-11.03,-42.08,5.77,-11.03,3
-50.21,-27.3,-51.33,-1.11,-15.89,3
-46.34,-44.68,-15.9,4.5,-17.22,3
-34.02,-29.95,5.43,-5.3,-5.08,3
-10.32,-8.49,41.3,-5.01,-13.36,3
11.73,5.4,51.59,2.69,-15.36,3
9.95,3.38,43.23,0.42,-8.64,3
9.94,-15.99,25.42,4.97,-8.75,3
8.54,-16.74,-16.73,10.5,-14.23,3
5.99,-34.57,-50.02,6.5,-10.94,3
0.57,-12.32,-65.15,1.84,-1.77,3
-2.57,-0.85,-47.51,0.37,16.89,3
-9.43,14.18,-27.8,2.15,30.66,3
-19.35,17.88,15.35,2.03,31.5,3
-21.32,11.59,29.08,2.28,1.63,3
-3.81,17.94,16.24,0.87,-12.66,3
23.01,5.39,10.17,1.24,-7.16,3
35.85,26.43,-31.37,4.04,-8.15,3
25.42,24.91,-35.6,2.96,7.1,3
15.05,36.43,-32.83,1.38,9.97,3
-0.3,39.63,-12.06,1.89,-11.67,3
-18.42,35.06,21.98,2.06,1.14,3
-17.54,27.81,27.26,1.82,5.82,3
-4.61,0.06,25.98,0.95,-0.25,3
1.65,-7.05,-11.07,1.64,-1.6,3
14.56,-5.41,-35.03,3.12,-5.32,3
22.29,20.4,-50.15,2.19,-7.01,3
24.4,41.22,-42.99,0.62,-6.92,3
20.42,43.24,-8.25,1.66,-7.86,3
19.21,19.88,21.25,1.14,-4.19,3
17.37,3.42,45.11,0.63,0.66,3
17.41,-7.6,34.93,0.41,-4.19,3
26.6,-7.09,14.26,0.04,-8.92,3
35.09,21.5,-24.06,0.47,-9.64,3
33.96,27.49,-50.43,0.13,-6.54,3
28.78,29.99,-44.61,-0.46,-5.05,3
7.49,22.8,-19.22,0.34,-1.45,3
-12.96,5.36,29.66,-0.15,-1.39,3
-26.74,-4.22,68.56,-0.2,-5.67,3
-22.44,-0.41,83.65,-0.04,-8.08,3
-5.33,-0.5,43.03,-0.38,-1.38,3
16.89,-5.07,-7.3,-0.23,13.84,3
37.39,2.58,-61.72,-0.66,31.93,3
39.49,7.79,-74.45,-0.39,38.48,3
37.26,13.66,-44.79,-0.11,20.6,3
2.29,18.16,-10.54,-0.45,-1.72,3
-27.34,20.02,45.24,-0.25,-8.65,3
-36.21,17.46,58.36,-0.48,-2.71,3
-25.43,13.06,48.54,-0.7,-0.03,3
-12.74,23.23,19.42,-0.67,0.83,3
-11.08,31.09,-30.46,-0.58,-0.6,3
-8.15,26.0,-44.72,-0.35,2.38,3
-12.31,21.29,-50.55,-0.54,-6.16,3
-20.34,9.75,-22.45,-0.47,5.8,3
-28.69,3.36,13.83,-0.96,8.82,3
-25.57,-4.23,35.68,-0.82,-8.58,3
-32.26,-9.49,45.29,-0.8,-4.95,3
-37.13,-12.24,21.41,-1.01,-13.78,3
-29.64,-23.54,0.58,-0.86,-11.61,3
-19.65,-24.14,-20.95,-0.96,-4.22,3
-16.96,-33.92,-29.36,-1.15,5.06,3
-25.7,-43.0,-22.15,-1.33,12.05,3
-12.92,-44.76,-28.0,-1.03,12.51,3
12.44,-38.39,-8.9,-0.92,-2.63,3
25.35,-41.7,1.7,-0.91,-1.78,3
34.14,-37.97,12.33,-1.16,19.48,3
41.03,-29.57,29.88,-1.08,12.55,3
36.38,-41.23,20.03,-0.98,-2.75,3
20.56,-39.61,13.22,-1.02,-6.13,3
0.16,-46.17,-11.35,-0.76,0.28,3
-7.28,-45.7,-25.25,-0.56,-0.08,3
-4.93,-45.04,-20.58,-0.33,-0.97,3
-10.1,-57.66,-15.59,-0.64,4.59,3
-15.03,-47.75,17.04,-0.71,1.02,3
-29.55,-33.33,32.65,-0.29,-4.06,3
-46.57,-18.17,51.79,-0.34,1.04,3
-56.0,-16.51,54.78,-0.39,2.89,3
-48.19,-22.2,26.88,-0.16,-2.74,3
-27.84,-35.85,7.91,0.15,3.72,3
-19.94,-57.4,-31.98,0.06,3.07,3
-27.11,-60.16,-43.19,0.21,-8.36,3
-41.15,-62.81,-36.3,0.18,-6.5,3
-40.56,-47.46,-18.31,0.23,0.24,3
-29.83,-33.63,26.85,0.18,-3.44,3
-22.31,-30.63,39.39,0.19,-1.05,3
-23.23,-33.05,50.97,0.34,-2.38,3
-20.25,-34.02,42.8,0.31,-7.86,3
-15.48,-31.19,20.0,0.32,-5.03,3
-16.71,-24.91,8.01,0.23,-3.03,3
-12.3,-16.03,-21.42,0.24,-5.37,3
10.86,-9.69,-19.49,0.11,-5.69,3
19.57,-8.45,-14.93,0.09,-5.02,3
13.95,-13.08,-1.7,0.0,-7.21,3
2.3,-22.51,16.85,-0.22,-7.6,3
-11.95,-30.24,16.55,-0.24,-6.33,3
-31.04,-26.75,20.28,-0.41,-6.55,3
-51.32,-25.55,5.67,-0.13,-7.2,3
-46.97,-22.51,-2.46,-0.3,-7.94,3
-28.98,-18.36,-9.8,-0.06,-8.9,3
-5.95,-13.12,-14.88,-0.8,-8.15,3
2.07,-6.13,-4.03,0.01,-6.72,3
5.41,-5.72,-4.89,-1.69,-7.54,3
3.9,-1.1,0.9,1.48,-9.51,3
3.73,5.55,-6.79,-2.84,-9.71,3
-6.14,17.12,-15.25,3.32,-10.13,3
2.31,27.0,-12.08,-6.46,-9.45,3
20.11,39.25,-16.82,9.49,-8.48,3
36.11,46.0,-11.5,-28.18,-8.14,3
41.1,35.7,-11.78,-4.46,-8.44,3
30.95,33.78,-13.19,27.71,-9.11,3
13.72,25.49,-12.5,-34.67,-9.58,3
-0.85,21.76,-19.69,12.57,-8.31,3
2.17,19.9,-11.01,-0.28,-8.1,3
8.64,26.7,-13.55,-5.64,-7.31,3
6.22,29.88,-8.67,9.96,-6.66,3
2.1,25.79,-0.14,-8.81,-7.64,3
-7.06,28.52,-1.9,-4.14,-7.82,3
-12.99,16.01,1.33,9.61,-6.4,3
-1.59,4.57,-11.93,-3.18,-6.05,3
14.73,-1.8,-21.26,-2.71,-6.34,3
16.04,2.34,-27.12,-3.19,-6.93,3
10.57,15.78,-21.04,8.9,-6.59,3
9.73,33.47,-3.6,-8.3,-5.85,3
9.65,38.78,6.52,9.06,-5.84,3
12.79,20.66,19.9,-29.17,-5.24,3
16.05,-0.77,18.64,-48.47,-5.09,3
24.42,-8.18,1.15,37.79,-5.14,3
18.96,-4.34,-19.55,-33.77,-4.01,3
27.42,5.63,-28.82,4.14,-3.73,3
33.88,21.2,-32.23,7.58,-4.17,3
34.42,40.76,-17.89,-7.59,-2.39,3
13.15,52.12,14.91,8.78,-1.45,3
-7.9,57.15,29.78,-4.84,-2.31,3
-21.28,64.32,40.32,-5.77,-2.61,3
-24.51,59.01,21.6,7.32,-1.24,3
-11.58,54.75,-16.88,1.63,1.13,3
-2.35,50.92,-51.95,-4.83,20.21,3
-0.88,55.43,-77.45,-1.41,49.59,3
-5.36,45.28,-62.13,4.71,67.86,3
-6.78,46.93,-29.07,-0.65,69.34,3
-23.16,52.81,24.34,-3.34,56.73,3
-33.95,45.1,54.03,1.41,35.36,3
-42.58,47.33,53.16,1.01,15.59,3
-44.7,21.39,36.0,0.3,7.95,3
-38.99,2.19,-12.48,-0.43,4.04,3
-15.49,-22.98,-37.65,-1.65,1.03,3
3.87,-41.43,-51.79,1.69,-0.7,3
18.08,-42.51,-35.41,1.14,4.91,3
32.22,-38.28,-8.79,-1.59,2.9,3
35.83,-16.59,4.61,0.05,7.38,3
41.33,-3.45,21.18,0.94,19.78,3
38.84,-2.22,14.02,0.18,46.41,3
39.84,-16.71,-0.78,-0.23,77.54,3
35.45,-46.81,-16.17,0.29,93.29,3
36.23,-65.05,-27.39,0.85,76.34,3
28.28,-61.88,-29.35,0.18,27.95,3
12.26,-35.5,-6.69,0.22,8.76,3
-10.4,-4.03,19.94,0.35,7.5,3
-16.73,16.3,37.29,0.47,9.7,3
-7.57,28.23,44.71,0.41,10.09,3
6.35,26.08,28.26,0.33,11.25,3
20.56,25.61,6.67,0.29,10.62,3
25.81,24.2,-17.21,0.42,6.49,3
16.92,19.1,-11.65,0.39,5.79,3
-0.45,14.31,0.48,0.18,5.46,3
-3.96,9.53,5.48,0.47,4.34,3
-13.83,2.36,6.18,0.55,8.74,3
-21.44,-4.7,-6.01,0.19,14.36,3
-12.63,-2.68,-10.06,0.2,9.7,3
10.88,2.32,-14.18,0.34,-3.74,3
30.26,1.5,-11.86,0.31,-4.34,3
45.44,-6.43,-3.08,0.13,-2.32,3
53.51,-16.88,-4.97,0.15,-5.0,3
50.64,-27.02,-2.72,-0.19,-5.93,3
39.11,-27.43,-12.51,0.24,-5.24,3
37.16,-14.45,-8.48,0.17,-6.01,3
46.33,3.79,0.18,-0.07,-6.18,3
53.26,15.13,9.63,-0.23,-5.67,3
60.38,23.41,41.27,-0.23,-7.28,3
64.98,21.04,65.07,-0.47,-7.62,3
59.42,8.02,71.88,-0.11,-5.91,3
27.25,-6.62,56.8,-0.2,-5.73,3
-9.04,-13.81,23.32,0.52,-6.63,3
-29.22,-15.56,4.17,-0.79,-6.7,3
-21.76,-12.1,-13.55,0.21,-6.46,3
3.05,0.91,-26.22,0.8,-6.51,3
25.03,4.17,-26.65,-0.55,-6.48,3
38.22,8.35,-17.22,-0.2,-6.16,3
24.65,-1.49,5.94,0.32,-6.06,3
5.04,-10.64,22.69,0.61,-6.3,3
-1.26,-10.14,34.1,0.33,-6.56,3
8.35,-8.08,30.03,0.04,-6.68,3
18.39,8.21,17.21,0.34,-6.55,3
34.56,11.82,19.02,3.24,-5.92,3
41.24,6.89,10.52,-1.63,-5.32,3
45.43,3.88,12.91,0.03,-5.15,3
43.44,2.98,19.53,32.79,-5.15,3
36.79,6.23,7.37,20.99,-4.99,3
24.23,17.11,11.81,-0.41,-4.68,3
-0.75,31.2,11.43,-11.92,-5.0,3
-16.43,38.57,3.89,9.24,-4.29,3
-12.51,48.67,-4.61,-3.77,-5.27,3
4.88,61.25,-17.94,0.54,-2.82,3
14.39,69.07,-8.0,4.98,-5.72,3
19.52,73.33,1.78,-8.28,22.4,3
12.11,71.63,18.24,1.69,57.36,3
0.89,57.54,25.23,-11.02,29.26,3
-7.22,46.2,10.04,-19.18,-0.67,3
-9.29,20.91,1.2,-16.69,-3.92,3
-15.89,-0.77,-19.33,-18.56,-5.7,3
-21.32,-12.94,-29.84,-9.95,-2.2,3
-24.28,-22.96,-32.04,-13.95,-6.16,3
-23.77,-20.19,-18.93,-17.79,-6.19,3
-19.58,-17.05,1.08,-18.84,-2.96,3
-19.03,-13.82,-0.12,-17.78,-5.58,3
-16.48,-11.39,17.52,-18.37,-6.38,3
-6.82,2.61,21.24,-19.68,-4.42,3
0.4,2.84,13.05,-19.6,-5.42,3
3.77,1.99,-1.52,-17.84,-6.41,3
6.53,5.37,-29.55,-19.26,-5.65,3
6.25,-0.41,-37.92,14.1,-5.21,3
1.08,4.11,-49.92,3.69,-5.58,3
-2.83,7.89,-40.99,-27.64,-5.81,3
-15.78,25.71,-23.45,-8.03,-5.46,3
-27.95,37.38,-12.55,-14.14,-5.56,3
-34.2,45.98,3.58,-16.8,-5.59,3
-33.04,42.6,2.09,-5.88,-5.22,3
-19.52,28.41,6.0,-7.68,-5.2,3
-11.09,23.92,10.5,-1.78,-6.0,3
-9.06,23.03,3.94,-6.49,-6.14,3
-16.29,32.9,5.01,-8.51,-5.91,3
-22.65,34.28,-8.04,-4.89,-5.79,3
-23.66,30.2,-9.18,-5.54,-5.81,3
-17.8,16.41,-4.54,3.99,-6.24,3
-10.05,-6.5,-3.59,4.39,-6.21,3
0.53,-17.64,9.48,-4.98,-5.66,3
10.06,-24.23,6.28,-1.4,-5.02,3
10.5,-28.64,8.56,3.8,-5.17,3
2.96,-37.53,0.75,1.05,-5.62,3
-2.42,-49.07,-11.57,-1.2,-6.34,3
1.85,-53.73,-7.42,-0.77,-6.44,3
5.97,-59.94,-10.39,-8.32,-6.41,3
9.95,-48.12,-7.38,-4.77,-4.85,3
9.55,-31.12,-4.72,-3.74,-5.74,3
5.51,-18.05,2.53,-7.04,-4.03,3
0.56,-14.28,10.53,-2.2,-5.53,3
-1.88,-17.17,7.02,-0.23,-8.86,3
-6.88,-24.59,14.8,-1.34,-4.73,3
-9.32,-31.95,11.01,-12.77,-1.08,3
-17.09,-28.04,-4.53,-15.65,-3.57,3
-34.49,-24.67,-4.74,-15.22,-7.94,3
-44.02,-13.24,-10.54,0.52,-8.82,3
-42.6,-10.11,-2.16,6.06,-6.99,3
-29.81,-8.16,11.85,-17.29,-5.63,3
-12.28,-6.49,12.39,-12.67,-7.9,3
6.14,-10.24,18.16,-8.87,-10.14,3
10.48,-16.36,14.38,-16.09,-8.45,3
3.6,-25.28,10.97,-8.2,-7.66,3
-16.85,-21.85,2.07,-16.92,-8.6,3
-29.93,-13.4,-9.28,-6.32,-9.61,3
-32.39,-2.29,-5.16,8.95,-9.44,3
-18.38,-4.31,1.16,-15.0,-9.4,3
6.93,-14.69,11.9,-26.96,-9.16,3
33.3,-21.73,19.81,-11.84,-9.87,3
50.88,-33.14,21.72,-15.34,-11.23,3
41.51,-39.02,17.05,-14.96,-11.64,3
6.26,-40.69,3.08,-12.27,-11.97,3
-28.83,-40.42,-9.84,-20.61,-11.98,3
-40.23,-39.03,-13.29,-17.15,-11.63,3
-37.36,-33.17,-9.71,-10.55,-11.45,3
-18.22,-18.76,5.99,-32.79,-12.27,3
5.17,-7.12,15.96,-6.94,-11.87,3
13.67,-10.25,25.53,-18.28,-11.93,3
-11.36,-22.86,22.22,-24.57,-12.06,3
-42.03,-40.88,10.07,-9.59,-10.79,3
-53.36,-51.06,12.68,-25.04,-9.87,3
-41.01,-33.38,0.14,-12.19,-9.54,3
-13.7,-0.79,-2.92,-19.68,-9.37,3
3.28,24.0,-1.83,-23.37,-12.84,3
6.22,25.76,-3.11,-25.79,-13.42,3
-9.36,3.57,10.68,-9.31,-10.32,3
-26.96,-25.03,14.34,-16.61,-11.14,3
-23.65,-38.91,23.25,-33.93,-12.21,3
-10.36,-32.67,23.35,-15.28,-11.46,3
-1.23,-4.98,13.94,-22.25,-11.96,3
-6.93,25.08,13.02,-23.98,-12.87,3
-17.36,44.7,-3.01,-19.27,-12.19,3
-20.45,38.19,-6.56,-26.66,-11.48,3
-15.24,15.42,-13.8,-18.55,-11.38,3
-5.13,-12.43,-9.1,-29.58,-11.01,3
2.16,-26.6,2.66,-33.41,-12.2,3
-2.8,-12.6,-7.47,-14.19,-13.76,3
-10.16,2.69,1.56,-29.32,-11.42,3
-16.16,19.47,-1.54,-16.4,-8.73,3
-20.15,31.74,0.33,-19.09,-8.15,3
-15.98,39.5,-3.56,-19.81,-8.5,3
-21.69,23.31,-25.66,-11.16,-9.11,3
-26.06,-9.29,-15.1,-18.59,-9.45,3
-30.75,-35.18,-31.9,-15.12,-10.19,3
-34.72,-49.37,-16.87,-15.31,-9.35,3
-27.57,-45.8,8.74,-14.51,-8.94,3
-20.73,-23.79,5.49,-14.24,-8.37,3
-13.0,5.25,23.94,-25.55,-4.94,3
-6.24,17.25,-6.8,-5.24,-1.51,3
-2.12,16.3,-24.76,-17.1,-6.52,3
-9.02,1.08,-41.3,-13.67,-8.38,3
-11.59,-5.34,-58.16,-14.4,-7.41,3
-2.3,-5.89,-30.61,-18.98,-9.02,3
6.73,2.57,-31.02,-7.17,-10.32,3
9.29,10.26,-3.36,-19.07,-10.6,3
14.11,3.62,4.7,-13.04,-10.11,3
10.77,10.93,3.61,-8.66,-10.11,3
-5.06,22.0,7.68,-4.41,-9.76,3
-18.89,41.06,-16.93,1.48,-10.33,3
-19.27,45.16,-8.81,-1.9,-10.37,3
-11.17,46.82,-26.56,-0.18,-10.14,3
-6.67,33.72,-19.9,0.74,-9.07,3
10.23,5.75,-9.21,-1.33,-8.88,3
26.46,0.73,-20.1,-0.26,-8.37,3
27.93,4.1,0.42,3.76,-8.24,3
18.46,27.31,-17.5,4.36,-6.75,3
7.81,45.27,-11.81,-0.01,-5.74,3
-4.19,60.38,-17.98,-2.08,1.39,3
-11.05,47.42,-22.86,-1.08,11.28,3
4.85,18.23,-11.45,4.78,40.86,3
25.51,-0.24,-23.37,-9.57,200.28,3
40.26,-12.9,-14.61,-1.69,173.36,3
50.27,-8.9,-8.44,-0.29,10.62,3
52.92,-0.39,4.62,-1.58,-20.66,3
43.1,19.5,-6.93,3.22,-5.19,3
22.66,20.0,1.78,-1.58,11.84,3
6.38,18.53,12.78,0.95,2.13,3
-0.72,13.73,5.03,1.95,2.56,3
5.93,8.11,26.08,-0.47,-2.99,3
19.75,14.21,15.17,1.62,-2.14,3
35.07,18.52,20.29,7.11,8.71,3
39.06,21.72,7.5,3.83,4.03,3
37.0,11.93,-3.86,-0.67,-12.07,3
29.8,-4.09,11.48,0.57,-7.06,3
14.96,-11.32,-17.66,0.57,5.47,3
-8.21,-10.71,3.55,-0.24,4.85,3
-23.88,-10.4,1.11,0.57,-4.93,3
-18.75,0.97,21.37,-0.25,-12.6,3
1.25,3.02,53.08,-0.56,-7.86,3
24.07,-1.59,21.54,4.44,-1.78,3
45.27,-1.31,7.26,8.92,-4.31,3
43.47,1.03,-37.24,2.43,7.48,3
18.65,1.16,-40.33,-1.35,6.75,3
-0.38,2.48,-10.27,0.45,9.09,3
-12.68,12.39,26.54,-1.15,7.43,3
-11.94,16.54,75.3,0.05,25.77,3
-6.27,27.87,49.54,1.46,37.16,3
7.96,21.24,25.21,-0.12,8.11,3
11.58,-3.02,-18.2,1.07,-13.63,3
1.41,-24.63,-48.89,1.3,-7.3,3
2.79,-36.29,-29.77,9.02,0.88,3
9.81,-29.48,-11.01,14.25,-8.89,3
11.96,-15.55,43.45,2.3,-4.76,3
6.32,6.2,67.51,-9.07,-1.3,3
4.03,17.03,71.77,-1.48,-7.96,3
1.87,22.1,54.31,1.65,-3.62,3
3.06,22.97,1.84,-0.37,0.52,3
10.85,3.98,-21.34,1.41,11.27,3
24.94,-11.85,-40.21,-0.68,0.88,3
23.89,-27.63,-31.06,-0.41,-6.87,3
7.51,-29.89,-2.98,1.07,1.65,3
-18.85,-23.57,25.53,0.78,-0.05,3
-39.82,-13.44,46.71,-0.89,6.3,3
-45.86,5.54,29.22,0.17,7.91,3
-28.79,8.88,22.04,0.68,-10.49,3
-6.64,3.29,3.57,-0.11,-5.59,3
-3.52,-25.81,-16.76,0.06,9.01,3
-10.28,-53.36,-12.59,0.54,15.59,3
-23.77,-66.4,-4.33,0.43,3.44,3
-28.1,-60.42,19.83,0.14,-13.33,3
-22.45,-31.05,20.88,0.18,-7.34,3
-3.21,-14.67,22.26,-0.43,14.63,3
9.63,-3.02,33.35,0.3,16.63,3
0.35,-22.13,13.82,0.37,0.79,3
-16.85,-47.58,6.95,-0.17,-4.56,3
-19.0,-62.29,-9.26,-0.03,-3.01,3
-10.64,-63.27,-23.84,-0.32,-4.81,3
1.48,-44.93,-22.99,-0.67,-2.95,3
10.8,-30.43,-19.67,-0.05,-2.19,3
7.82,-6.75,18.44,0.21,1.83,3
-6.68,2.88,30.84,0.15,7.53,3
-22.4,9.0,38.8,-0.15,-10.6,3
-27.85,-0.35,14.28,-0.2,-9.98,3
-18.06,-15.2,-32.59,0.28,-2.06,3
0.82,-27.35,-38.24,0.14,44.77,3
9.51,-32.95,-50.0,0.23,52.25,3
11.62,-14.54,-23.36,0.16,4.47,3
5.93,3.34,-2.04,0.04,-13.59,3
-5.08,28.32,11.99,0.29,-8.74,3
-10.8,36.2,27.49,-0.28,5.29,3
-12.78,35.42,7.61,-0.57,-3.56,3
-9.72,24.68,11.7,-0.11,-3.4,3
-7.5,21.17,-7.37,0.31,14.15,3
-0.13,26.57,-30.34,0.34,0.11,3
11.31,30.1,-29.56,-1.45,-24.16,3
12.78,39.96,-37.13,-0.46,-3.5,3
14.48,44.52,0.25,0.43,-6.02,3
12.54,48.75,37.83,0.44,-17.09,3
-0.78,43.97,48.6,-0.98,7.69,3
-21.21,40.37,21.26,1.26,-2.9,3
