AI1-02 [m/s²],AI1-05 [m/s²],AI1-08 [m/s²],AI1-11 [m/s²],AI1-14 [m/s²],label
-11.65,-30.53,-21.06,1.4,6.32,2
-12.21,-39.93,-28.66,1.33,8.25,2
-11.49,-56.7,-16.63,1.51,10.9,2
-15.24,-59.35,2.75,1.59,7.0,2
-12.86,-57.59,31.36,1.64,3.22,2
-9.05,-42.69,22.92,1.92,-4.99,2
-3.02,-39.27,6.87,1.96,-5.86,2
-4.03,-40.1,-5.91,2.19,-5.44,2
-22.54,-47.78,-38.71,2.45,12.94,2
-34.32,-60.25,-17.12,2.01,189.64,2
-40.33,-61.73,-2.45,2.28,219.96,2
-35.05,-64.33,3.03,2.5,33.04,2
-26.18,-54.79,20.89,1.67,-62.09,2
-15.59,-51.9,-8.17,1.6,-9.33,2
-11.5,-48.22,-17.97,1.63,20.93,2
-14.96,-48.68,-18.89,2.03,-4.14,2
-16.93,-50.09,-34.93,1.65,13.49,2
-17.47,-39.33,-3.33,1.05,-3.93,2
-20.6,-42.23,-8.14,0.39,-20.2,2
-26.31,-45.93,5.27,0.68,-1.02,2
-29.8,-57.0,1.22,1.32,10.63,2
-27.48,-63.99,-42.99,2.75,-7.11,2
-23.62,-63.43,-44.91,1.68,-18.91,2
-21.47,-61.36,-56.19,2.96,-8.89,2
-17.6,-46.35,-35.32,0.46,-2.6,2
-19.75,-43.0,12.52,4.42,-10.38,2
-22.31,-31.41,31.26,-9.37,-13.86,2
-24.11,-27.4,50.63,-5.75,-12.13,2
-20.61,-27.56,12.68,4.62,-12.33,2
-9.78,-29.79,-23.41,-3.86,-9.32,2
-2.1,-40.8,-62.28,3.06,-13.3,2
0.07,-37.64,-83.8,0.04,-18.62,2
-6.66,-34.24,-41.32,1.92,-13.64,2
-20.66,-17.87,9.8,1.84,-10.33,2
-32.44,-5.22,46.13,-0.21,-16.85,2
-29.76,1.98,51.53,1.47,-18.14,2
-13.57,3.9,22.93,1.22,-13.82,2
9.84,-1.75,-10.15,0.48,-10.69,2
32.13,-6.88,-44.96,-2.09,-11.76,2
43.3,-20.86,-53.64,-1.38,-13.18,2
38.73,-21.15,-44.2,0.31,-13.25,2
26.27,-14.08,-23.98,-18.92,-12.78,2
14.83,1.91,5.95,-1.38,-6.47,2
11.84,23.91,28.02,-0.73,-9.28,2
17.27,39.68,22.87,-2.49,-7.35,2
27.12,48.43,27.99,-1.24,-7.75,2
38.22,44.42,21.02,-7.93,-9.64,2
43.67,39.32,-3.35,3.24,-5.15,2
40.98,33.71,-9.91,-0.65,-7.88,2
31.28,41.1,-19.61,-0.13,-10.28,2
18.43,57.56,-7.18,1.6,-11.24,2
1.83,73.98,16.05,1.61,-7.96,2
-7.61,91.61,15.66,0.24,-6.94,2
-7.05,88.73,39.45,0.15,-10.57,2
2.42,75.11,24.97,1.59,-9.96,2
15.94,63.78,12.48,1.4,-8.85,2
28.28,52.71,3.97,0.13,-8.66,2
40.62,49.37,-26.19,0.98,-7.68,2
44.86,49.71,-10.68,1.51,-9.65,2
42.56,52.38,-5.53,1.32,-10.17,2
37.27,46.36,11.16,1.13,-8.86,2
28.75,39.94,26.98,0.77,-12.75,2
12.45,31.62,27.05,1.25,-10.6,2
14.99,24.85,36.47,1.34,-9.93,2
32.73,29.16,12.64,1.15,-4.49,2
48.69,31.71,8.57,0.63,-7.46,2
53.13,33.99,-14.51,-0.43,-6.37,2
48.18,34.47,-33.37,-0.31,-16.46,2
30.65,29.67,-11.01,-8.07,-14.65,2
5.76,25.81,-3.01,0.52,27.69,2
-11.18,25.32,42.47,1.46,6.6,2
-17.7,22.05,52.42,0.54,-3.55,2
-11.6,25.74,39.04,3.31,-3.65,2
-3.81,20.68,19.83,0.82,-4.23,2
2.31,8.11,-26.74,2.81,-5.29,2
0.18,-7.31,-33.48,1.93,4.36,2
-2.67,-13.36,-48.88,1.36,0.45,2
-9.85,-9.71,-30.98,2.6,-6.23,2
-11.07,-6.4,0.88,2.22,4.44,2
-13.01,11.84,16.07,1.62,-3.77,2
-16.78,17.01,51.97,1.73,-4.17,2
-18.57,22.3,51.86,2.24,3.18,2
-24.83,27.23,39.09,2.52,3.05,2
-28.84,28.84,4.3,1.62,3.37,2
-27.69,25.87,-37.22,2.7,0.07,2
-23.76,15.02,-31.61,1.33,-2.05,2
-22.52,11.42,-22.25,3.43,0.88,2
-16.62,2.21,2.8,-0.21,4.88,2
-22.98,-0.88,24.0,4.87,4.17,2
-33.36,-7.01,20.87,-8.33,2.45,2
-43.41,-15.11,14.62,5.86,2.09,2
-45.8,-18.16,-4.47,-3.28,2.97,2
-44.83,-31.49,-7.99,-5.66,4.3,2
-36.7,-48.74,-10.55,12.14,3.14,2
-19.78,-69.98,-10.21,-9.03,4.17,2
-12.03,-81.39,2.33,1.19,4.15,2
0.21,-76.37,3.19,-0.6,3.43,2
6.1,-60.25,0.54,-1.53,4.16,2
2.16,-46.02,-13.76,2.6,3.47,2
-11.65,-41.65,-18.91,0.79,2.33,2
-22.51,-48.58,-25.82,0.16,7.65,2
-33.01,-64.92,-15.29,1.73,9.96,2
-38.46,-79.43,-1.06,1.23,7.4,2
-25.89,-85.17,0.77,0.55,5.5,2
0.94,-78.39,14.96,1.2,-0.43,2
17.56,-63.67,1.12,2.06,-0.03,2
9.81,-41.88,-5.38,0.78,7.88,2
-8.46,-37.38,-21.5,1.21,16.89,2
-18.9,-42.19,-28.44,1.8,26.1,2
-24.99,-46.42,-9.51,0.74,29.25,2
-26.74,-46.23,4.08,1.22,31.31,2
-5.29,-29.63,22.21,1.71,32.06,2
14.23,-16.9,9.59,1.37,35.8,2
4.19,-8.58,-12.58,1.88,36.88,2
-10.43,-18.4,-40.38,1.77,28.04,2
-18.68,-31.0,-62.92,1.66,19.88,2
-28.16,-35.59,-49.46,2.03,33.42,2
-21.71,-31.11,-24.61,3.98,49.32,2
-0.4,-5.96,17.9,0.16,52.15,2
22.57,10.81,43.15,1.6,64.48,2
29.63,19.73,33.67,0.71,43.1,2
30.17,11.98,1.5,2.9,8.98,2
28.94,-4.41,-34.06,2.7,1.59,2
18.22,-18.32,-47.54,-3.88,11.3,2
18.3,-29.62,-46.35,3.5,18.04,2
24.73,-17.6,-10.2,5.53,23.51,2
28.07,-0.35,33.89,2.95,25.07,2
25.75,19.58,50.65,-3.5,6.45,2
22.11,26.32,55.61,8.85,-6.95,2
18.03,15.37,21.66,16.12,0.03,2
12.81,2.98,-18.24,2.91,-0.29,2
14.6,-8.8,-46.78,-2.01,-4.94,2
21.49,-2.77,-53.28,0.86,-1.3,2
22.44,2.72,-18.59,1.89,-4.9,2
21.43,13.82,12.56,4.45,-11.4,2
22.77,29.13,39.28,1.49,-8.89,2
27.42,41.71,43.66,-1.29,-6.36,2
33.32,53.86,18.06,3.81,-8.15,2
38.99,59.35,-9.84,2.65,-6.59,2
45.77,65.89,-39.71,-0.26,-7.39,2
43.5,63.74,-34.92,0.14,-11.48,2
35.41,64.89,2.89,4.01,-10.62,2
30.87,62.55,37.31,0.98,-8.84,2
31.75,54.01,61.5,1.56,-8.72,2
37.56,53.6,51.81,1.45,-9.96,2
40.44,54.15,25.77,5.18,-8.73,2
35.28,62.9,-6.61,10.19,-9.19,2
28.26,72.67,-26.46,-9.43,-8.73,2
23.34,79.26,-18.45,1.07,-8.07,2
24.29,74.69,-7.6,5.21,-7.28,2
23.1,65.82,9.9,-3.13,-1.98,2
21.79,58.19,14.27,4.22,-7.62,2
19.41,39.65,5.18,-1.84,-12.62,2
18.94,33.9,-2.15,0.74,-7.1,2
18.59,20.0,-13.68,4.45,0.2,2
24.84,13.33,-2.41,-0.08,-0.81,2
29.38,3.92,3.09,0.11,-8.32,2
23.83,3.05,14.58,1.44,-10.25,2
13.03,14.45,28.68,3.36,-6.88,2
6.39,17.7,19.94,1.04,-2.57,2
-0.56,25.89,6.79,0.62,-3.84,2
-10.3,21.05,-16.56,2.83,-9.33,2
-13.87,22.72,-24.1,26.72,-10.93,2
-17.49,19.31,-30.33,22.69,-8.23,2
-15.18,19.43,-15.89,-1.01,-6.93,2
-21.96,29.52,2.21,-8.59,-7.86,2
-28.8,33.16,3.45,9.5,-10.06,2
-46.62,41.4,11.61,-3.78,-10.19,2
-65.3,38.12,0.15,1.09,-8.61,2
-72.16,27.63,-9.59,5.94,-8.92,2
-61.42,15.53,-12.07,-4.84,-9.78,2
-34.08,11.15,-18.3,6.21,-8.73,2
-6.32,12.4,-2.26,1.7,-7.82,2
11.1,15.6,-7.25,16.53,-8.77,2
14.36,21.85,-5.09,12.93,-10.32,2
6.05,18.98,-2.67,-9.12,-10.12,2
-6.86,15.79,-6.71,7.05,-8.48,2
-10.93,10.97,1.36,0.16,-7.74,2
-11.36,9.06,4.31,2.38,-8.78,2
-6.68,4.06,3.67,6.16,-10.0,2
2.39,-5.53,-3.31,-3.06,-10.17,2
2.19,-13.15,-11.9,5.17,-9.85,2
-6.23,-24.37,-15.16,6.51,-7.99,2
-20.66,-27.87,-13.89,2.83,-9.46,2
-36.87,-30.53,-4.13,3.79,-8.01,2
-59.88,-28.09,4.41,3.72,-11.09,2
-70.75,-24.45,2.53,6.06,-6.98,2
-62.2,-23.9,-0.74,24.98,-11.62,2
-50.49,-23.98,-14.7,14.62,-4.52,2
-27.35,-33.36,-19.31,7.2,-14.86,2
-6.35,-41.71,-5.12,-2.0,7.05,2
2.34,-53.5,4.18,8.89,47.47,2
-10.23,-59.24,22.76,6.39,-56.76,2
-23.68,-61.76,29.01,4.24,10.87,2
-26.17,-58.27,24.77,21.0,12.0,2
-17.02,-52.36,17.64,7.37,-24.31,2
-4.03,-50.5,4.22,-1.27,-9.85,2
9.12,-50.74,-2.01,9.37,-5.97,2
17.43,-55.17,-19.28,3.49,-19.93,2
16.7,-51.52,-23.63,3.73,-7.16,2
18.23,-41.57,-22.51,8.53,-1.1,2
21.53,-23.39,-24.34,4.49,-17.46,2
18.7,-3.07,-9.92,7.23,-14.1,2
6.93,11.54,-3.03,16.08,-5.83,2
-6.14,14.74,11.81,4.04,-10.18,2
-18.58,2.35,14.51,-11.76,-14.14,2
-26.18,-8.85,7.32,-3.3,-9.9,2
-19.21,-14.33,6.52,-4.58,-9.57,2
-5.94,-10.48,-0.74,-8.53,-12.15,2
5.19,0.06,5.01,-4.89,-10.14,2
8.77,9.86,9.25,-4.65,-11.13,2
10.4,15.73,10.82,-6.59,-13.48,2
6.58,11.87,20.85,-0.66,-9.76,2
0.85,5.27,13.5,5.62,-9.65,2
0.86,-1.84,16.02,4.38,-12.83,2
7.19,-4.1,9.79,13.34,-12.03,2
17.46,1.14,-2.03,6.16,-10.77,2
29.96,11.25,4.34,1.94,-11.19,2
36.24,24.7,3.21,9.06,-9.87,2
35.42,33.66,9.71,5.59,-10.07,2
28.6,30.89,10.93,5.99,-12.23,2
19.36,19.15,5.44,3.66,-10.97,2
10.41,3.81,4.95,-3.85,-9.36,2
8.41,-4.78,-9.72,-8.21,-9.19,2
18.47,-1.86,-3.58,-3.42,-9.17,2
34.35,8.31,6.15,0.39,-8.9,2
52.17,16.04,14.92,2.56,-9.59,2
57.94,24.46,29.91,1.86,-9.54,2
50.59,25.54,27.77,2.86,-6.22,2
32.0,16.48,32.49,-18.86,18.56,2
14.57,10.35,20.86,-15.47,4.55,2
8.54,2.12,11.76,2.12,9.95,2
12.9,12.32,13.24,-3.17,32.07,2
23.37,29.38,4.73,6.81,24.06,2
29.81,35.89,17.45,2.61,21.3,2
29.21,33.48,11.22,4.02,2.11,2
19.24,20.99,11.85,5.09,-11.54,2
5.61,2.01,10.83,1.72,-9.93,2
-2.4,-12.23,-2.34,4.41,-6.14,2
-8.72,-8.15,-4.69,5.08,-27.56,2
-6.64,3.87,-8.71,2.66,-18.58,2
3.63,22.06,2.77,2.0,0.4,2
7.76,31.23,2.67,3.47,-8.43,2
9.3,31.13,5.84,4.13,-10.86,2
8.75,26.42,15.36,1.72,-6.1,2
-0.69,11.23,2.05,2.15,-9.25,2
-16.42,5.21,-3.07,2.74,-9.61,2
-31.27,8.67,-11.35,1.79,-4.37,2
-42.85,13.16,-12.54,2.83,-9.17,2
-55.56,13.73,-3.26,1.5,-11.27,2
-56.21,18.0,4.94,2.96,-6.54,2
-45.01,10.29,4.16,-9.63,-3.97,2
-34.04,-0.28,0.8,15.62,-2.68,2
-33.7,-0.82,-6.44,2.35,-2.29,2
-32.85,-3.78,-17.49,-4.93,-5.22,2
-28.23,0.02,-26.24,8.38,-7.66,2
-23.39,6.95,-23.07,-2.15,-3.92,2
-18.5,11.71,-25.25,5.57,6.7,2
-14.41,2.4,-27.24,2.13,7.16,2
-2.98,-8.24,-27.71,-1.19,-1.69,2
-1.04,-21.19,-26.33,3.49,-4.14,2
-1.56,-28.81,-9.65,3.22,-3.63,2
-6.73,-35.82,10.41,-4.78,7.19,2
-21.26,-37.93,11.69,-5.17,19.51,2
-29.58,-32.81,8.78,7.66,26.2,2
-31.18,-34.91,-9.64,-3.24,19.54,2
-29.65,-37.1,-29.38,0.62,6.65,2
-34.07,-41.01,-33.52,2.57,-6.54,2
-39.5,-42.36,-25.82,0.52,-5.16,2
-43.06,-43.11,-1.03,2.91,-2.83,2
-44.71,-34.11,10.57,-1.0,-3.04,2
-35.26,-30.76,0.82,0.19,-0.34,2
-18.09,-26.16,-2.55,3.57,-0.63,2
-10.07,-21.89,-26.63,1.7,-2.38,2
-12.85,-20.91,-46.69,0.07,-1.32,2
-17.5,-24.41,-35.99,1.62,2.15,2
-19.94,-28.15,-28.57,2.41,4.13,2
-27.03,-25.11,5.4,1.13,3.87,2
-27.38,-24.19,35.95,0.65,4.89,2
-20.03,-21.51,47.62,1.55,21.44,2
-10.39,-21.54,51.99,1.79,50.68,2
-5.84,-14.66,20.91,1.35,71.5,2
1.75,-18.44,-10.14,1.49,27.49,2
3.18,-21.42,-29.63,1.46,-8.97,2
-1.84,-21.25,-33.66,1.64,-10.16,2
-6.21,-26.11,-7.87,1.37,-2.98,2
-9.13,-26.89,16.36,0.88,-5.1,2
-13.55,-30.68,25.99,1.22,-8.34,2
-19.3,-22.07,31.08,1.31,-4.41,2
-14.35,-18.1,15.46,1.23,-6.62,2
-6.58,-14.86,-3.16,0.86,-7.24,2
-0.66,-16.55,-9.38,1.67,-4.69,2
9.04,-23.17,-12.9,1.37,-6.49,2
19.82,-26.88,4.26,1.28,-9.08,2
23.21,-23.07,9.47,1.16,-7.12,2
19.92,-13.92,17.23,1.31,-5.84,2
20.48,-6.95,22.58,1.21,-7.23,2
17.94,0.99,13.61,1.37,-7.1,2
11.23,5.34,22.14,1.53,-7.09,2
8.72,0.9,15.28,1.14,-8.16,2
11.14,-5.22,14.29,1.95,-7.56,2
13.58,-2.81,14.64,1.3,-6.52,2
23.26,9.79,-3.31,1.74,-7.69,2
39.1,19.11,0.76,1.04,-8.05,2
49.86,31.27,-5.98,1.89,-7.7,2
42.37,38.78,-0.97,0.92,-7.92,2
28.52,34.82,12.29,1.85,-8.01,2
18.02,33.36,10.23,-3.47,-7.81,2
7.98,35.41,22.88,-18.1,-7.81,2
4.25,37.28,11.98,3.93,-7.86,2
4.19,35.52,6.24,-2.67,-7.36,2
11.66,29.64,8.51,0.83,-7.49,2
23.24,22.73,0.3,3.71,-7.89,2
37.03,15.24,8.92,-0.4,-7.56,2
44.39,6.86,9.09,4.57,-7.1,2
43.56,9.31,14.3,-0.06,-6.95,2
35.8,6.3,19.85,0.94,-6.78,2
27.1,4.87,17.39,4.1,-6.9,2
21.23,5.84,14.0,2.17,-7.06,2
19.03,-2.81,2.84,0.39,-7.07,2
19.39,-4.98,1.67,1.87,-6.7,2
19.53,-8.76,-0.31,3.31,-6.43,2
14.21,-1.11,4.73,1.97,-5.88,2
3.31,6.89,8.2,1.09,-5.76,2
-2.1,14.76,7.22,2.18,-4.72,2
-8.06,21.68,8.31,2.18,-4.59,2
-4.55,24.63,-10.88,2.3,2.31,2
-0.02,27.76,-11.73,1.47,53.38,2
2.15,25.02,-11.07,1.27,84.78,2
3.02,23.02,-9.12,2.21,51.41,2
-2.21,15.69,1.65,-0.48,2.47,2
-6.24,0.79,1.49,-0.25,-16.44,2
-4.01,-10.42,15.89,-5.91,1.12,2
-0.18,-9.97,5.11,-8.56,1.39,2
4.59,4.45,2.75,-33.52,-5.65,2
1.49,25.18,12.5,-6.49,2.0,2
-8.91,41.41,-2.83,8.42,0.24,2
-24.31,38.78,-0.42,-12.05,-5.35,2
-38.11,15.04,-16.3,9.16,1.8,2
-40.84,-12.34,-26.04,-0.56,2.99,2
-34.58,-31.34,-28.68,3.75,-3.87,2
-25.68,-30.61,-31.25,2.85,-1.65,2
-15.97,-11.86,-19.12,-1.54,2.67,2
-11.56,3.23,-8.39,1.78,0.15,2
-12.61,11.92,5.64,6.95,-1.31,2
-16.84,7.92,10.79,-10.31,0.25,2
-19.77,-4.42,-3.9,1.27,-0.8,2
-9.64,-20.68,-10.8,9.01,-1.32,2
-8.84,-33.4,-39.46,-5.31,-0.25,2
-16.56,-35.5,-44.94,4.25,-1.7,2
-37.33,-26.6,-38.82,0.87,-3.45,2
-54.48,-10.11,-29.91,3.45,-1.89,2
-59.66,0.62,11.49,4.94,-0.54,2
-52.6,13.34,23.22,4.4,-1.82,2
-32.5,12.89,31.51,2.73,-2.31,2
-17.54,3.65,10.32,0.22,-3.07,2
-11.57,-11.55,-29.71,2.76,-4.05,2
-15.07,-27.79,-42.84,-0.47,-3.56,2
-16.33,-24.46,-66.72,3.15,-3.07,2
-16.94,-16.75,-37.35,3.96,-3.45,2
-17.13,-9.5,-6.19,-0.74,-3.88,2
-12.26,-12.74,13.24,2.5,-3.81,2
-8.48,-18.8,31.84,3.07,-4.23,2
-7.57,-16.69,14.72,2.02,-3.18,2
-1.88,-17.17,-2.87,-0.9,-3.36,2
0.59,-9.82,-28.3,2.27,-2.85,2
1.24,-12.17,-35.97,3.61,-3.19,2
-0.97,-17.99,-24.26,-1.73,23.76,2
-1.76,-21.03,-10.38,-1.21,48.32,2
1.98,-21.66,19.33,1.26,38.96,2
-1.43,-15.63,39.33,0.12,13.62,2
-2.08,-12.42,39.15,0.24,12.68,2
1.65,-7.92,37.22,-2.15,12.72,2
1.11,-7.08,24.06,-2.7,2.77,2
5.49,-12.94,-0.87,0.52,-0.06,2
13.42,-14.93,-19.37,-0.62,0.71,2
22.28,-16.69,-26.18,-2.6,-3.21,2
28.49,-16.08,-19.1,-1.68,-4.58,2
26.56,-15.57,-7.07,-0.18,0.54,2
20.42,-20.75,13.25,-3.06,-1.02,2
7.68,-21.66,34.13,-1.15,-3.07,2
6.11,-18.44,38.74,-3.75,-0.84,2
13.88,-5.9,37.82,2.54,-0.42,2
21.56,11.44,26.58,-21.27,-2.41,2
23.93,24.42,4.52,-4.81,-3.35,2
25.29,34.22,-1.4,1.28,-2.85,2
20.77,29.78,-15.01,-10.6,-2.95,2
10.22,17.46,-8.25,2.76,-3.12,2
5.52,6.09,15.1,-6.11,-2.92,2
12.54,4.8,40.12,-0.74,-3.44,2
21.37,16.22,65.53,-0.56,-3.75,2
19.1,32.24,53.23,-3.91,-3.81,2
13.41,40.92,36.56,0.17,-2.83,2
4.88,35.61,5.67,0.72,-2.04,2
-4.81,20.2,-25.8,-2.52,-0.55,2
2.63,-4.05,-19.51,-1.78,6.85,2
24.17,-16.07,-16.34,0.89,11.47,2
43.09,-11.98,17.63,-0.75,1.14,2
46.37,6.43,27.29,-2.02,1.32,2
45.55,25.4,21.67,0.6,3.15,2
31.65,18.89,15.45,1.66,27.52,2
19.36,3.01,-15.56,-0.25,38.19,2
16.69,-20.64,-18.2,0.18,17.04,2
19.26,-37.09,-22.95,1.14,10.58,2
31.48,-34.95,-26.61,2.18,-1.67,2
37.91,-16.8,-3.76,2.61,-4.99,2
